Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
Fri Jan 20 2023,7:30p,Golden State Warriors,120,Cleveland Cavaliers,114,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
Fri Jan 20 2023,7:30p,Miami Heat,90,Dallas Mavericks,115,Box Score,,20326.0,American Airlines Center,
Fri Jan 20 2023,8:00p,Los Angeles Clippers,131,San Antonio Spurs,126,Box Score,,15190.0,AT&T Center,
Fri Jan 20 2023,9:00p,Indiana Pacers,111,Denver Nuggets,134,Box Score,,19609.0,Ball Arena,
Fri Jan 20 2023,9:00p,Brooklyn Nets,117,Utah Jazz,106,Box Score,,18206.0,Vivint Arena,
Fri Jan 20 2023,10:00p,Memphis Grizzlies,121,Los Angeles Lakers,122,Box Score,,18997.0,Crypto.com Arena,
Fri Jan 20 2023,10:00p,Oklahoma City Thunder,113,Sacramento Kings,118,Box Score,,17932.0,Golden 1 Center,
Sat Jan 21 2023,5:00p,Boston Celtics,106,Toronto Raptors,104,Box Score,,19800.0,Scotiabank Arena,
Sat Jan 21 2023,7:00p,Orlando Magic,118,Washington Wizards,138,Box Score,,18171.0,Capital One Arena,
Sat Jan 21 2023,7:30p,Charlotte Hornets,122,Atlanta Hawks,118,Box Score,,17928.0,State Farm Arena,
Sat Jan 21 2023,7:30p,Milwaukee Bucks,102,Cleveland Cavaliers,114,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
Sat Jan 21 2023,8:00p,Houston Rockets,104,Minnesota Timberwolves,113,Box Score,,17136.0,Target Center,
Sat Jan 21 2023,9:00p,Indiana Pacers,107,Phoenix Suns,112,Box Score,,17071.0,Footprint Center,
Sat Jan 21 2023,10:00p,Philadelphia 76ers,129,Sacramento Kings,127,Box Score,,17861.0,Golden 1 Center,
Sun Jan 22 2023,2:30p,Los Angeles Clippers,112,Dallas Mavericks,98,Box Score,,20026.0,American Airlines Center,
Sun Jan 22 2023,3:30p,New Orleans Pelicans,96,Miami Heat,100,Box Score,,19600.0,Kaseya Center,
Sun Jan 22 2023,6:00p,New York Knicks,116,Toronto Raptors,125,Box Score,,19261.0,Scotiabank Arena,
Sun Jan 22 2023,8:00p,Oklahoma City Thunder,101,Denver Nuggets,99,Box Score,,19557.0,Ball Arena,
Sun Jan 22 2023,8:00p,Memphis Grizzlies,110,Phoenix Suns,112,Box Score,,17071.0,Footprint Center,
Sun Jan 22 2023,8:30p,Brooklyn Nets,120,Golden State Warriors,116,Box Score,,18064.0,Chase Center,
Sun Jan 22 2023,9:00p,Los Angeles Lakers,121,Portland Trail Blazers,112,Box Score,,19393.0,Moda Center,
Mon Jan 23 2023,7:00p,Milwaukee Bucks,150,Detroit Pistons,130,Box Score,,18011.0,Little Caesars Arena,
Mon Jan 23 2023,7:00p,Boston Celtics,98,Orlando Magic,113,Box Score,,19196.0,Amway Center,
Mon Jan 23 2023,8:00p,Atlanta Hawks,100,Chicago Bulls,111,Box Score,,20938.0,United Center,
Mon Jan 23 2023,8:00p,Minnesota Timberwolves,114,Houston Rockets,119,Box Score,,13811.0,Toyota Center,
Mon Jan 23 2023,9:00p,Charlotte Hornets,102,Utah Jazz,120,Box Score,,18206.0,Vivint Arena,
Mon Jan 23 2023,10:00p,San Antonio Spurs,127,Portland Trail Blazers,147,Box Score,,17874.0,Moda Center,
Mon Jan 23 2023,10:30p,Memphis Grizzlies,100,Sacramento Kings,133,Box Score,,17821.0,Golden 1 Center,
Tue Jan 24 2023,7:00p,Chicago Bulls,110,Indiana Pacers,116,Box Score,,16102.0,Gainbridge Fieldhouse,
Tue Jan 24 2023,7:30p,Boston Celtics,95,Miami Heat,98,Box Score,,19705.0,Kaseya Center,
Tue Jan 24 2023,7:30p,Cleveland Cavaliers,103,New York Knicks,105,Box Score,,19812.0,Madison Square Garden (IV),
Tue Jan 24 2023,8:00p,Denver Nuggets,99,New Orleans Pelicans,98,Box Score,,14699.0,Smoothie King Center,
Tue Jan 24 2023,8:30p,Washington Wizards,127,Dallas Mavericks,126,Box Score,,20077.0,American Airlines Center,
Tue Jan 24 2023,9:00p,Charlotte Hornets,97,Phoenix Suns,128,Box Score,,17071.0,Footprint Center,
Tue Jan 24 2023,10:00p,Los Angeles Clippers,133,Los Angeles Lakers,115,Box Score,,17604.0,Crypto.com Arena,
Wed Jan 25 2023,7:00p,Indiana Pacers,120,Orlando Magic,126,Box Score,,18846.0,Amway Center,
Wed Jan 25 2023,7:30p,Brooklyn Nets,133,Philadelphia 76ers,137,Box Score,,19772.0,Wells Fargo Center,
Wed Jan 25 2023,8:00p,Washington Wizards,108,Houston Rockets,103,Box Score,,15302.0,Toyota Center,
Wed Jan 25 2023,8:00p,Denver Nuggets,99,Milwaukee Bucks,107,Box Score,,17352.0,Fiserv Forum,
Wed Jan 25 2023,8:00p,Minnesota Timberwolves,111,New Orleans Pelicans,102,Box Score,,14887.0,Smoothie King Center,
Wed Jan 25 2023,8:00p,Atlanta Hawks,137,Oklahoma City Thunder,132,Box Score,,15079.0,Paycom Center,
Wed Jan 25 2023,10:00p,Memphis Grizzlies,120,Golden State Warriors,122,Box Score,,18064.0,Chase Center,
Wed Jan 25 2023,10:00p,Utah Jazz,124,Portland Trail Blazers,134,Box Score,,18154.0,Moda Center,
Wed Jan 25 2023,10:00p,Toronto Raptors,113,Sacramento Kings,95,Box Score,,17767.0,Golden 1 Center,
Wed Jan 25 2023,10:30p,San Antonio Spurs,104,Los Angeles Lakers,113,Box Score,,17955.0,Crypto.com Arena,
Thu Jan 26 2023,7:30p,New York Knicks,120,Boston Celtics,117,Box Score,OT,19156.0,TD Garden,
Thu Jan 26 2023,7:30p,Detroit Pistons,130,Brooklyn Nets,122,Box Score,,17732.0,Barclays Center,
Thu Jan 26 2023,7:30p,Chicago Bulls,96,Charlotte Hornets,111,Box Score,,17697.0,Spectrum Center,
Thu Jan 26 2023,8:00p,Cleveland Cavaliers,113,Houston Rockets,95,Box Score,,16327.0,Toyota Center,
Thu Jan 26 2023,10:00p,Dallas Mavericks,99,Phoenix Suns,95,Box Score,,17071.0,Footprint Center,
Thu Jan 26 2023,10:30p,San Antonio Spurs,100,Los Angeles Clippers,138,Box Score,,16958.0,Crypto.com Arena,
Fri Jan 27 2023,7:00p,Milwaukee Bucks,141,Indiana Pacers,131,Box Score,,16090.0,Gainbridge Fieldhouse,
Fri Jan 27 2023,7:30p,Memphis Grizzlies,100,Minnesota Timberwolves,111,Box Score,,17136.0,Target Center,
Fri Jan 27 2023,8:00p,Orlando Magic,105,Miami Heat,110,Box Score,,19788.0,Kaseya Center,
Fri Jan 27 2023,8:00p,Cleveland Cavaliers,100,Oklahoma City Thunder,112,Box Score,,16236.0,Paycom Center,
Fri Jan 27 2023,10:00p,Toronto Raptors,117,Golden State Warriors,129,Box Score,,18064.0,Chase Center,
Sat Jan 28 2023,3:00p,Denver Nuggets,119,Philadelphia 76ers,126,Box Score,,21255.0,Wells Fargo Center,
Sat Jan 28 2023,5:30p,New York Knicks,115,Brooklyn Nets,122,Box Score,,18100.0,Barclays Center,
Sat Jan 28 2023,7:00p,Houston Rockets,117,Detroit Pistons,114,Box Score,,19411.0,Little Caesars Arena,
Sat Jan 28 2023,7:00p,Chicago Bulls,128,Orlando Magic,109,Box Score,,18846.0,Amway Center,
Sat Jan 28 2023,7:30p,Los Angeles Clippers,120,Atlanta Hawks,113,Box Score,,18448.0,State Farm Arena,
Sat Jan 28 2023,8:00p,Sacramento Kings,110,Minnesota Timberwolves,117,Box Score,,17136.0,Target Center,
Sat Jan 28 2023,8:00p,Washington Wizards,113,New Orleans Pelicans,103,Box Score,,17692.0,Smoothie King Center,
Sat Jan 28 2023,8:00p,Phoenix Suns,128,San Antonio Spurs,118,Box Score,OT,18354.0,AT&T Center,
Sat Jan 28 2023,8:30p,Los Angeles Lakers,121,Boston Celtics,125,Box Score,OT,19156.0,TD Garden,
Sat Jan 28 2023,9:00p,Dallas Mavericks,100,Utah Jazz,108,Box Score,,18206.0,Vivint Arena,
Sat Jan 28 2023,10:00p,Toronto Raptors,123,Portland Trail Blazers,105,Box Score,,19393.0,Moda Center,
Sun Jan 29 2023,1:00p,Miami Heat,117,Charlotte Hornets,122,Box Score,,19254.0,Spectrum Center,
Sun Jan 29 2023,6:00p,Indiana Pacers,100,Memphis Grizzlies,112,Box Score,,17794.0,FedEx Forum,
Sun Jan 29 2023,7:00p,Los Angeles Clippers,99,Cleveland Cavaliers,122,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
Sun Jan 29 2023,8:00p,New Orleans Pelicans,110,Milwaukee Bucks,135,Box Score,,17341.0,Fiserv Forum,
Mon Jan 30 2023,7:00p,Orlando Magic,119,Philadelphia 76ers,109,Box Score,,19812.0,Wells Fargo Center,
Mon Jan 30 2023,7:30p,Los Angeles Lakers,104,Brooklyn Nets,121,Box Score,,17924.0,Barclays Center,
Mon Jan 30 2023,8:00p,Sacramento Kings,118,Minnesota Timberwolves,111,Box Score,OT,15342.0,Target Center,
Mon Jan 30 2023,8:00p,Golden State Warriors,128,Oklahoma City Thunder,120,Box Score,,16854.0,Paycom Center,
Mon Jan 30 2023,8:00p,Washington Wizards,127,San Antonio Spurs,106,Box Score,,11970.0,AT&T Center,
Mon Jan 30 2023,8:30p,Detroit Pistons,105,Dallas Mavericks,111,Box Score,,19777.0,American Airlines Center,
Mon Jan 30 2023,9:00p,Toronto Raptors,106,Phoenix Suns,114,Box Score,,17071.0,Footprint Center,
Mon Jan 30 2023,10:00p,Atlanta Hawks,125,Portland Trail Blazers,129,Box Score,,18262.0,Moda Center,
Tue Jan 31 2023,7:00p,Miami Heat,100,Cleveland Cavaliers,97,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
Tue Jan 31 2023,7:30p,Los Angeles Lakers,129,New York Knicks,123,Box Score,OT,19812.0,Madison Square Garden (IV),
Tue Jan 31 2023,8:00p,Los Angeles Clippers,108,Chicago Bulls,103,Box Score,,20068.0,United Center,
Tue Jan 31 2023,8:00p,Charlotte Hornets,115,Milwaukee Bucks,124,Box Score,,17341.0,Fiserv Forum,
Tue Jan 31 2023,10:00p,New Orleans Pelicans,113,Denver Nuggets,122,Box Score,,18868.0,Ball Arena,
Wed Feb 1 2023,7:00p,Portland Trail Blazers,122,Memphis Grizzlies,112,Box Score,,14589.0,FedEx Forum,
Wed Feb 1 2023,7:00p,Orlando Magic,94,Philadelphia 76ers,105,Box Score,,20885.0,Wells Fargo Center,
Wed Feb 1 2023,7:30p,Brooklyn Nets,96,Boston Celtics,139,Box Score,,19156.0,TD Garden,
Wed Feb 1 2023,8:00p,Oklahoma City Thunder,106,Houston Rockets,112,Box Score,,15181.0,Toyota Center,
Wed Feb 1 2023,8:00p,Golden State Warriors,114,Minnesota Timberwolves,119,Box Score,OT,17136.0,Target Center,
Wed Feb 1 2023,8:00p,Sacramento Kings,119,San Antonio Spurs,109,Box Score,,13207.0,AT&T Center,
Wed Feb 1 2023,9:00p,Toronto Raptors,128,Utah Jazz,131,Box Score,,18206.0,Vivint Arena,
Wed Feb 1 2023,10:00p,Atlanta Hawks,132,Phoenix Suns,100,Box Score,,17071.0,Footprint Center,
Thu Feb 2 2023,7:00p,Los Angeles Lakers,112,Indiana Pacers,111,Box Score,,17274.0,Gainbridge Fieldhouse,
Thu Feb 2 2023,7:30p,Memphis Grizzlies,113,Cleveland Cavaliers,128,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
Thu Feb 2 2023,7:30p,Miami Heat,104,New York Knicks,106,Box Score,,19044.0,Madison Square Garden (IV),
Thu Feb 2 2023,8:00p,Charlotte Hornets,98,Chicago Bulls,114,Box Score,,20072.0,United Center,
Thu Feb 2 2023,8:30p,New Orleans Pelicans,106,Dallas Mavericks,111,Box Score,,19670.0,American Airlines Center,
Thu Feb 2 2023,9:00p,Golden State Warriors,117,Denver Nuggets,134,Box Score,,19555.0,Ball Arena,
Thu Feb 2 2023,10:00p,Los Angeles Clippers,105,Milwaukee Bucks,106,Box Score,,17341.0,Fiserv Forum,
Fri Feb 3 2023,7:00p,Charlotte Hornets,112,Detroit Pistons,118,Box Score,,18007.0,Little Caesars Arena,
Fri Feb 3 2023,7:00p,Sacramento Kings,104,Indiana Pacers,107,Box Score,,17274.0,Gainbridge Fieldhouse,
Fri Feb 3 2023,7:00p,Portland Trail Blazers,124,Washington Wizards,116,Box Score,,20476.0,Capital One Arena,
Fri Feb 3 2023,7:30p,Phoenix Suns,106,Boston Celtics,94,Box Score,,19156.0,TD Garden,
Fri Feb 3 2023,8:00p,Toronto Raptors,117,Houston Rockets,111,Box Score,,16585.0,Toyota Center,
Fri Feb 3 2023,8:00p,Orlando Magic,127,Minnesota Timberwolves,120,Box Score,,17136.0,Target Center,
Fri Feb 3 2023,8:00p,Philadelphia 76ers,137,San Antonio Spurs,125,Box Score,,15252.0,AT&T Center,
Fri Feb 3 2023,9:00p,Atlanta Hawks,115,Utah Jazz,108,Box Score,,18206.0,Vivint Arena,
Sat Feb 4 2023,6:00p,Washington Wizards,123,Brooklyn Nets,125,Box Score,,17732.0,Barclays Center,
Sat Feb 4 2023,6:00p,Los Angeles Lakers,126,New Orleans Pelicans,131,Box Score,,18886.0,Smoothie King Center,
Sat Feb 4 2023,7:00p,Phoenix Suns,116,Detroit Pistons,100,Box Score,,19788.0,Little Caesars Arena,
Sat Feb 4 2023,7:00p,Los Angeles Clippers,134,New York Knicks,128,Box Score,OT,19812.0,Madison Square Garden (IV),
Sat Feb 4 2023,8:00p,Portland Trail Blazers,121,Chicago Bulls,129,Box Score,,20135.0,United Center,
Sat Feb 4 2023,8:00p,Miami Heat,115,Milwaukee Bucks,123,Box Score,,18008.0,Fiserv Forum,
Sat Feb 4 2023,8:00p,Houston Rockets,121,Oklahoma City Thunder,153,Box Score,,16994.0,Paycom Center,
Sat Feb 4 2023,8:30p,Dallas Mavericks,113,Golden State Warriors,119,Box Score,,18064.0,Chase Center,
Sat Feb 4 2023,9:00p,Atlanta Hawks,108,Denver Nuggets,128,Box Score,,19630.0,Ball Arena,
Sun Feb 5 2023,1:00p,Orlando Magic,119,Charlotte Hornets,113,Box Score,,18510.0,Spectrum Center,
Sun Feb 5 2023,5:00p,Cleveland Cavaliers,122,Indiana Pacers,103,Box Score,,17274.0,Gainbridge Fieldhouse,
Sun Feb 5 2023,6:00p,Toronto Raptors,106,Memphis Grizzlies,103,Box Score,,17794.0,FedEx Forum,
Sun Feb 5 2023,6:00p,Philadelphia 76ers,97,New York Knicks,108,Box Score,,17586.0,Madison Square Garden (IV),
Sun Feb 5 2023,7:00p,Denver Nuggets,98,Minnesota Timberwolves,128,Box Score,,17136.0,Target Center,
Sun Feb 5 2023,7:00p,Sacramento Kings,104,New Orleans Pelicans,136,Box Score,,17779.0,Smoothie King Center,
Mon Feb 6 2023,7:00p,Boston Celtics,111,Detroit Pistons,99,Box Score,,17933.0,Little Caesars Arena,
Mon Feb 6 2023,7:00p,Cleveland Cavaliers,114,Washington Wizards,91,Box Score,,16744.0,Capital One Arena,
Mon Feb 6 2023,7:30p,Los Angeles Clippers,124,Brooklyn Nets,116,Box Score,,16981.0,Barclays Center,
Mon Feb 6 2023,8:00p,San Antonio Spurs,104,Chicago Bulls,128,Box Score,,19291.0,United Center,
Mon Feb 6 2023,8:00p,Sacramento Kings,140,Houston Rockets,120,Box Score,,15405.0,Toyota Center,
Mon Feb 6 2023,9:00p,Dallas Mavericks,124,Utah Jazz,111,Box Score,,18206.0,Vivint Arena,
Mon Feb 6 2023,10:00p,Oklahoma City Thunder,114,Golden State Warriors,141,Box Score,,18064.0,Chase Center,
Mon Feb 6 2023,10:00p,Milwaukee Bucks,127,Portland Trail Blazers,108,Box Score,,18110.0,Moda Center,
Tue Feb 7 2023,7:00p,New York Knicks,102,Orlando Magic,98,Box Score,,19438.0,Amway Center,
Tue Feb 7 2023,7:30p,Phoenix Suns,116,Brooklyn Nets,112,Box Score,,17093.0,Barclays Center,
Tue Feb 7 2023,7:30p,Atlanta Hawks,107,New Orleans Pelicans,116,Box Score,,16669.0,Smoothie King Center,
Tue Feb 7 2023,8:00p,Chicago Bulls,89,Memphis Grizzlies,104,Box Score,,17012.0,FedEx Forum,
Tue Feb 7 2023,9:00p,Minnesota Timberwolves,112,Denver Nuggets,146,Box Score,,18307.0,Ball Arena,
Tue Feb 7 2023,10:00p,Oklahoma City Thunder,133,Los Angeles Lakers,130,Box Score,,18997.0,Crypto.com Arena,
Wed Feb 8 2023,7:00p,Detroit Pistons,85,Cleveland Cavaliers,113,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
Wed Feb 8 2023,7:00p,Charlotte Hornets,104,Washington Wizards,118,Box Score,,16097.0,Capital One Arena,
Wed Feb 8 2023,7:30p,Philadelphia 76ers,99,Boston Celtics,106,Box Score,,19156.0,TD Garden,
Wed Feb 8 2023,7:30p,Indiana Pacers,111,Miami Heat,116,Box Score,,19600.0,Kaseya Center,
Wed Feb 8 2023,7:30p,San Antonio Spurs,98,Toronto Raptors,112,Box Score,,19800.0,Scotiabank Arena,
Wed Feb 8 2023,8:00p,Sacramento Kings,130,Houston Rockets,128,Box Score,,15881.0,Toyota Center,
Wed Feb 8 2023,9:00p,Minnesota Timberwolves,143,Utah Jazz,118,Box Score,,18206.0,Vivint Arena,
Wed Feb 8 2023,10:00p,Dallas Mavericks,110,Los Angeles Clippers,104,Box Score,,18377.0,Crypto.com Arena,
Wed Feb 8 2023,10:00p,Golden State Warriors,122,Portland Trail Blazers,125,Box Score,,18450.0,Moda Center,
Thu Feb 9 2023,7:00p,Denver Nuggets,104,Orlando Magic,115,Box Score,,18846.0,Amway Center,
Thu Feb 9 2023,7:30p,Phoenix Suns,107,Atlanta Hawks,116,Box Score,,17003.0,State Farm Arena,
Thu Feb 9 2023,7:30p,Chicago Bulls,105,Brooklyn Nets,116,Box Score,,16938.0,Barclays Center,
Thu Feb 9 2023,10:00p,Milwaukee Bucks,115,Los Angeles Lakers,106,Box Score,,18997.0,Crypto.com Arena,
Fri Feb 10 2023,7:00p,San Antonio Spurs,131,Detroit Pistons,138,Box Score,2OT,17899.0,Little Caesars Arena,
Fri Feb 10 2023,7:00p,Phoenix Suns,117,Indiana Pacers,104,Box Score,,16522.0,Gainbridge Fieldhouse,
Fri Feb 10 2023,7:00p,New York Knicks,108,Philadelphia 76ers,119,Box Score,,21057.0,Wells Fargo Center,
Fri Feb 10 2023,7:30p,Charlotte Hornets,116,Boston Celtics,127,Box Score,,19156.0,TD Garden,
Fri Feb 10 2023,7:30p,Utah Jazz,122,Toronto Raptors,116,Box Score,,19800.0,Scotiabank Arena,
Fri Feb 10 2023,8:00p,Minnesota Timberwolves,107,Memphis Grizzlies,128,Box Score,,17794.0,FedEx Forum,
Fri Feb 10 2023,8:00p,Houston Rockets,95,Miami Heat,97,Box Score,,19600.0,Kaseya Center,
Fri Feb 10 2023,10:00p,Cleveland Cavaliers,118,New Orleans Pelicans,107,Box Score,,16398.0,Smoothie King Center,
Fri Feb 10 2023,10:00p,Oklahoma City Thunder,138,Portland Trail Blazers,129,Box Score,,19424.0,Moda Center,
Fri Feb 10 2023,10:00p,Dallas Mavericks,122,Sacramento Kings,114,Box Score,,18111.0,Golden 1 Center,
Fri Feb 10 2023,10:30p,Milwaukee Bucks,119,Los Angeles Clippers,106,Box Score,,16614.0,Crypto.com Arena,
Sat Feb 11 2023,6:00p,Philadelphia 76ers,101,Brooklyn Nets,98,Box Score,,17732.0,Barclays Center,
Sat Feb 11 2023,7:00p,Denver Nuggets,119,Charlotte Hornets,105,Box Score,,19256.0,Spectrum Center,
Sat Feb 11 2023,7:00p,Miami Heat,107,Orlando Magic,103,Box Score,OT,18223.0,Amway Center,
Sat Feb 11 2023,7:00p,Indiana Pacers,113,Washington Wizards,127,Box Score,,18387.0,Capital One Arena,
Sat Feb 11 2023,7:30p,San Antonio Spurs,106,Atlanta Hawks,125,Box Score,,17875.0,State Farm Arena,
Sat Feb 11 2023,7:30p,Utah Jazz,120,New York Knicks,126,Box Score,,19339.0,Madison Square Garden (IV),
Sat Feb 11 2023,8:00p,Chicago Bulls,89,Cleveland Cavaliers,97,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
Sat Feb 11 2023,8:30p,Los Angeles Lakers,109,Golden State Warriors,103,Box Score,,18064.0,Chase Center,
Sat Feb 11 2023,10:00p,Dallas Mavericks,128,Sacramento Kings,133,Box Score,OT,18111.0,Golden 1 Center,
Sun Feb 12 2023,2:00p,Memphis Grizzlies,109,Boston Celtics,119,Box Score,,19156.0,TD Garden,
Sun Feb 12 2023,3:00p,Detroit Pistons,118,Toronto Raptors,119,Box Score,,19800.0,Scotiabank Arena,
Mon Feb 13 2023,7:00p,Atlanta Hawks,138,Charlotte Hornets,144,Box Score,,14078.0,Spectrum Center,
Mon Feb 13 2023,7:00p,San Antonio Spurs,109,Cleveland Cavaliers,117,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
Mon Feb 13 2023,7:00p,Utah Jazz,123,Indiana Pacers,117,Box Score,,15004.0,Gainbridge Fieldhouse,
Mon Feb 13 2023,7:00p,Houston Rockets,104,Philadelphia 76ers,123,Box Score,,19850.0,Wells Fargo Center,
Mon Feb 13 2023,7:30p,Denver Nuggets,112,Miami Heat,108,Box Score,,19755.0,Kaseya Center,
Mon Feb 13 2023,7:30p,Brooklyn Nets,106,New York Knicks,124,Box Score,,19812.0,Madison Square Garden (IV),
Mon Feb 13 2023,8:00p,Orlando Magic,100,Chicago Bulls,91,Box Score,,20767.0,United Center,
Mon Feb 13 2023,8:00p,New Orleans Pelicans,103,Oklahoma City Thunder,100,Box Score,,14920.0,Paycom Center,
Mon Feb 13 2023,8:30p,Minnesota Timberwolves,124,Dallas Mavericks,121,Box Score,,20325.0,American Airlines Center,
Mon Feb 13 2023,10:00p,Washington Wizards,126,Golden State Warriors,135,Box Score,,18064.0,Chase Center,
Mon Feb 13 2023,10:00p,Los Angeles Lakers,115,Portland Trail Blazers,127,Box Score,,18299.0,Moda Center,
Tue Feb 14 2023,7:30p,Boston Celtics,125,Milwaukee Bucks,131,Box Score,OT,17623.0,Fiserv Forum,
Tue Feb 14 2023,7:30p,Orlando Magic,113,Toronto Raptors,123,Box Score,,19800.0,Scotiabank Arena,
Tue Feb 14 2023,9:00p,Sacramento Kings,109,Phoenix Suns,120,Box Score,,17071.0,Footprint Center,
Tue Feb 14 2023,10:00p,Golden State Warriors,124,Los Angeles Clippers,134,Box Score,,16741.0,Crypto.com Arena,
Tue Feb 14 2023,10:00p,Washington Wizards,126,Portland Trail Blazers,101,Box Score,,18004.0,Moda Center,
Wed Feb 15 2023,7:00p,San Antonio Spurs,110,Charlotte Hornets,120,Box Score,,14155.0,Spectrum Center,
Wed Feb 15 2023,7:00p,Chicago Bulls,113,Indiana Pacers,117,Box Score,,15599.0,Gainbridge Fieldhouse,
Wed Feb 15 2023,7:30p,New York Knicks,122,Atlanta Hawks,101,Box Score,,17771.0,State Farm Arena,
Wed Feb 15 2023,7:30p,Detroit Pistons,109,Boston Celtics,127,Box Score,,19156.0,TD Garden,
Wed Feb 15 2023,7:30p,Miami Heat,105,Brooklyn Nets,116,Box Score,,17963.0,Barclays Center,
Wed Feb 15 2023,7:30p,Cleveland Cavaliers,112,Philadelphia 76ers,118,Box Score,,21134.0,Wells Fargo Center,
Wed Feb 15 2023,8:00p,Utah Jazz,111,Memphis Grizzlies,117,Box Score,,16748.0,FedEx Forum,
Wed Feb 15 2023,8:00p,Houston Rockets,96,Oklahoma City Thunder,133,Box Score,,14988.0,Paycom Center,
Wed Feb 15 2023,9:00p,Dallas Mavericks,109,Denver Nuggets,118,Box Score,,19627.0,Ball Arena,
Wed Feb 15 2023,10:00p,New Orleans Pelicans,102,Los Angeles Lakers,120,Box Score,,18997.0,Crypto.com Arena,
Thu Feb 16 2023,7:30p,Milwaukee Bucks,112,Chicago Bulls,100,Box Score,,20308.0,United Center,
Thu Feb 16 2023,8:00p,Washington Wizards,114,Minnesota Timberwolves,106,Box Score,,17136.0,Target Center,
Thu Feb 16 2023,10:00p,Los Angeles Clippers,116,Phoenix Suns,107,Box Score,,17071.0,Footprint Center,
Thu Feb 23 2023,7:00p,Denver Nuggets,115,Cleveland Cavaliers,109,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
Thu Feb 23 2023,7:00p,Boston Celtics,142,Indiana Pacers,138,Box Score,OT,16125.0,Gainbridge Fieldhouse,
Thu Feb 23 2023,7:00p,Detroit Pistons,106,Orlando Magic,108,Box Score,,18846.0,Amway Center,
Thu Feb 23 2023,7:30p,Memphis Grizzlies,105,Philadelphia 76ers,110,Box Score,,21205.0,Wells Fargo Center,
Thu Feb 23 2023,7:30p,New Orleans Pelicans,110,Toronto Raptors,115,Box Score,,19800.0,Scotiabank Arena,
Thu Feb 23 2023,8:30p,San Antonio Spurs,116,Dallas Mavericks,142,Box Score,,20287.0,American Airlines Center,
Thu Feb 23 2023,9:00p,Oklahoma City Thunder,119,Utah Jazz,120,Box Score,OT,18206.0,Vivint Arena,
Thu Feb 23 2023,10:00p,Golden State Warriors,111,Los Angeles Lakers,124,Box Score,,18997.0,Crypto.com Arena,
Thu Feb 23 2023,10:00p,Portland Trail Blazers,116,Sacramento Kings,133,Box Score,,18041.0,Golden 1 Center,
Fri Feb 24 2023,7:00p,New York Knicks,115,Washington Wizards,109,Box Score,,20476.0,Capital One Arena,
Fri Feb 24 2023,7:30p,Cleveland Cavaliers,119,Atlanta Hawks,136,Box Score,,18065.0,State Farm Arena,
Fri Feb 24 2023,7:30p,Miami Heat,99,Milwaukee Bucks,128,Box Score,,17676.0,Fiserv Forum,
Fri Feb 24 2023,8:00p,Brooklyn Nets,87,Chicago Bulls,131,Box Score,,21286.0,United Center,
Fri Feb 24 2023,8:00p,Charlotte Hornets,121,Minnesota Timberwolves,113,Box Score,,17136.0,Target Center,
Fri Feb 24 2023,10:00p,Houston Rockets,101,Golden State Warriors,116,Box Score,,18064.0,Chase Center,
Fri Feb 24 2023,10:00p,Oklahoma City Thunder,115,Phoenix Suns,124,Box Score,,17071.0,Footprint Center,
Fri Feb 24 2023,10:30p,Sacramento Kings,176,Los Angeles Clippers,175,Box Score,2OT,19068.0,Crypto.com Arena,
Sat Feb 25 2023,12:00p,Toronto Raptors,95,Detroit Pistons,91,Box Score,,20190.0,Little Caesars Arena,
Sat Feb 25 2023,7:00p,Miami Heat,103,Charlotte Hornets,108,Box Score,,19109.0,Spectrum Center,
Sat Feb 25 2023,7:00p,Indiana Pacers,121,Orlando Magic,108,Box Score,,19231.0,Amway Center,
Sat Feb 25 2023,7:30p,New Orleans Pelicans,106,New York Knicks,128,Box Score,,19812.0,Madison Square Garden (IV),
Sat Feb 25 2023,8:00p,Denver Nuggets,94,Memphis Grizzlies,112,Box Score,,18302.0,FedEx Forum,
Sat Feb 25 2023,8:30p,Boston Celtics,110,Philadelphia 76ers,107,Box Score,,20993.0,Wells Fargo Center,
Sat Feb 25 2023,9:00p,San Antonio Spurs,102,Utah Jazz,118,Box Score,,18206.0,Vivint Arena,
Sun Feb 26 2023,1:00p,Phoenix Suns,101,Milwaukee Bucks,104,Box Score,,17636.0,Fiserv Forum,
Sun Feb 26 2023,3:00p,Brooklyn Nets,127,Atlanta Hawks,129,Box Score,,16983.0,State Farm Arena,
Sun Feb 26 2023,3:30p,Washington Wizards,82,Chicago Bulls,102,Box Score,,21106.0,United Center,
Sun Feb 26 2023,3:30p,Los Angeles Lakers,111,Dallas Mavericks,108,Box Score,,20411.0,American Airlines Center,
Sun Feb 26 2023,6:00p,Toronto Raptors,93,Cleveland Cavaliers,118,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
